Name,Kategorien,Adresse,Kontaktinformationen,Öffnungszeiten,Website URL,Beschreibung,Image Source URLs
Früchte Kreis,"Feinkost, Lebensmittel","Diskontopassage, 66111 Saarbrücken",+49 681 35414,"{""Montag"": ""07:30 - 18:00"", ""Dienstag"": ""07:30 - 18:00"", ""Mittwoch"": ""07:30 - 18:00"", ""Donnerstag"": ""07:30 - 18:00"", ""Freitag"": ""07:30 - 18:00"", ""Samstag"": ""07:30 - 18:00"", ""Sonntag"": ""Geschlossen""}",http://www.fruechtekreis.de,null,"https://einkaufen.saarbruecken.de/cache/media/attachments/2024/01/108245_x_y_f44ef7_01.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2024/01/108247_x_y_d847fe_01.jpg"
Monsieur Moden,"Bekleidung/Accessoires, Herrenmode, Herrenschuhe, Lederwaren, Sportausrüstung, Outdoor, Sportswear","Fröschengasse 8, 66111 Saarbrücken",+49 681 34112,"{""Montag"": ""11:00 - 19:00"", ""Dienstag"": ""11:00 - 19:00"", ""Mittwoch"": ""11:00 - 19:00"", ""Donnerstag"": ""11:00 - 19:00"", ""Freitag"": ""11:00 - 19:00"", ""Samstag"": ""11:00 - 18:00"", ""Sonntag"": ""Geschlossen""}",http://www.monsieur-moden.de,"Monsieur Moden Patricia Braun , das bedeutet Klassik mit Pfiff! Sie suchen exklusive Herrenmode, klassisch oder sportlich? Dann sind Sie bei Monsieur Moden in Saarbrücken am St. Johanner Markt genau richtig! Hier wird seit 1971 hochwertige Herrenmode mit außerordentlicher Qualität und Auswahl geboten. Das großzügige Sortiment umfasst alle Größen von Kleidergröße 46 bis 60. Bei Monsieur Moden sind Sie jederzeit mit Ihren Wünschen gut aufgehoben, überzeugen Sie sich selbst und kommen Sie nach Saarbrücken!","https://einkaufen.saarbruecken.de/cache/media/attachments/2024/01/108217_x_y_38dbb6_01.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2024/01/108216_x_y_5926c0_01.jpg"
Zara,"Babymode, Bekleidung/Accessoires, Damenmode, Damenschmuck, Damenschuhe, Herrenmode, Herrenschmuck, Herrenschuhe, Kindermode, Kinderschuhe, Lederwaren, Schmuck/Uhren, Schuhe","Bahnhofstraße 31, 66111 Saarbrücken",0800 1012200,"{""Montag"": ""10:00 - 20:00"", ""Dienstag"": ""10:00 - 20:00"", ""Mittwoch"": ""10:00 - 20:00"", ""Donnerstag"": ""10:00 - 20:00"", ""Freitag"": ""10:00 - 20:00"", ""Samstag"": ""10:00 - 20:00"", ""Sonntag"": ""Geschlossen""}",http://www.zara.com,null,"https://einkaufen.saarbruecken.de/cache/media/attachments/2024/01/108240_x_y_19712e_01.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2024/01/108243_x_y_0a6fc3_01.jpg"
Leonidas,Lebensmittel,"Bahnhofstraße 34, 66111 Saarbrücken",+49 681 397383,"{""Montag"": ""10:00 - 19:00"", ""Dienstag"": ""10:00 - 19:00"", ""Mittwoch"": ""10:00 - 19:00"", ""Donnerstag"": ""10:00 - 19:00"", ""Freitag"": ""10:00 - 19:00"", ""Samstag"": ""10:00 - 19:00"", ""Sonntag"": ""Geschlossen""}",https://saarbruecken.leonidas.com/,"Leonidas stellt vor allem Pralinen her, aber auch Tafelschokolade, Confiserie-Artikel, Speiseeis und Eiskonfekt werden Sie hier entdecken.","https://einkaufen.saarbruecken.de/cache/media/attachments/2024/01/108234_x_y_e4504c_01.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2024/01/108235_x_y_3617b0_01.jpg"
Haar & Kosmetik Lillo,"Friseur, Gesundheit und Kosmetik, Pflege, Wellness","Berliner Promenade 17-19, 66111 Saarbrücken",+49 681 397817,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null
Friseur Ben,"Friseur, Gesundheit und Kosmetik, Pflege","Türkenstraße 2, 66111 Saarbrücken",+49 681 399563,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""08:00 - 18:00"", ""Mittwoch"": ""08:00 - 18:00"", ""Donnerstag"": ""08:00 - 18:00"", ""Freitag"": ""08:00 - 18:00"", ""Samstag"": ""08:00 - 15:00"", ""Sonntag"": ""Geschlossen""}",null,null,null
Der Buchladen,"Belletristik, Bücher, Musik, Filme, Fachbücher, Sachbücher, Schulbücher","Försterstraße 14, 66111 Saarbrücken",+49 681 31171,"{""Montag"": ""10:00 - 18:00"", ""Dienstag"": ""10:00 - 18:00"", ""Mittwoch"": ""10:00 - 18:00"", ""Donnerstag"": ""10:00 - 18:00"", ""Freitag"": ""10:00 - 18:00"", ""Samstag"": ""10:00 - 14:00"", ""Sonntag"": ""Geschlossen""}",http://www.derbuchladen.com,"Hinter dem eher schlichten Namen ""Der Buchladen"" verbirgt sich eine der schönsten Buchhandlungen Saarbrückens. Bei uns finden Sie jede Menge Lieblingsbücher, hier stehen Bestseller neben Titeln aus der SWR-Bestenliste, Geheimtipps neben bewährten Schmökern. Was nicht vorrätig ist, besorgen wir in der Regel bis zum nächsten Morgen. Neben der 'erlesenen' Auswahl sind individuelle Beratung und guter Service unsere Stärke. Zum Verweilen und Lesen lädt nicht nur unser heller Wintergarten ein, Sitzgelegenheiten finden Sie reichlich im Laden und bei schönem Wetter auch vor dem Haus.","https://einkaufen.saarbruecken.de/cache/media/attachments/2014/04/10166_x_y_f82b4e_04.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2014/04/10167_x_y_0ed337_04.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2014/04/10168_x_y_0e2620_04.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2014/04/10169_x_y_56976b_04.jpg"
Änderungsatelier Daniela Melchior,"Änderungsschneiderei, Bekleidung/Accessoires","Cecilienstraße 23, 66111 Saarbrücken",+49 681 32865,"{""Montag"": ""09:00 - 13:00 und 14:00 - 17:00"", ""Dienstag"": ""09:00 - 13:00 und 14:00 - 17:00"", ""Mittwoch"": ""09:00 - 13:00 und 14:00 - 17:00"", ""Donnerstag"": ""09:00 - 13:00 und 14:00 - 17:00"", ""Freitag"": ""09:00 - 13:00 und 14:00 - 17:00"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.schneiderei-melchior.de,null,null
HUMPTY records,"Bücher, Musik, Filme, Musik","Cecilienstraße 16, 66111 Saarbrücken",+49 681 31203,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""11:30 - 18:30"", ""Mittwoch"": ""11:30 - 18:30"", ""Donnerstag"": ""11:30 - 18:30"", ""Freitag"": ""11:30 - 18:30"", ""Samstag"": ""11:30 - 17:00"", ""Sonntag"": ""Geschlossen""}",https://humptyrecords.de,null,null
Babor Beauty Lounge,Gesundheit und Kosmetik,"Eisenbahnstraße 4, 66117 Saarbrücken",+49 681 94007325,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""10:00 - 18:00"", ""Mittwoch"": ""10:00 - 18:00"", ""Donnerstag"": ""10:00 - 18:00"", ""Freitag"": ""10:00 - 20:00"", ""Samstag"": ""10:00 - 13:00"", ""Sonntag"": ""Geschlossen""}",null,null,null
My Nails,"Gesundheit und Kosmetik, Nail Art","Cecilienstraße 10, 66111 Saarbrücken",+49 681 95811989,"{""Montag"": ""10:00 - 19:00"", ""Dienstag"": ""10:00 - 19:00"", ""Mittwoch"": ""10:00 - 19:00"", ""Donnerstag"": ""10:00 - 19:00"", ""Freitag"": ""10:00 - 19:00"", ""Samstag"": ""10:00 - 18:00"", ""Sonntag"": ""Geschlossen""}",null,null,null
L´Occitane,"Düfte, Gesundheit und Kosmetik, Make-up, Naturkosmetik, Parfümerie, Drogerie, Pflege","Bahnhofstraße 26, 66111 Saarbrücken",+49 681 95816332,"{""Montag"": ""10:00 - 19:00"", ""Dienstag"": ""10:00 - 19:00"", ""Mittwoch"": ""10:00 - 19:00"", ""Donnerstag"": ""10:00 - 19:00"", ""Freitag"": ""10:00 - 19:00"", ""Samstag"": ""10:00 - 19:00"", ""Sonntag"": ""Geschlossen""}",https://de.loccitane.com/,null,https://einkaufen.saarbruecken.de/cache/media/attachments/2020/04/76604_x_y_789d6b_04.jpg
Magic X,Bekleidung/Accessoires,"Viktoriastraße 4, 66111 Saarbrücken",+49 681 92565963,"{""Montag"": ""10:00 - 20:00"", ""Dienstag"": ""10:00 - 20:00"", ""Mittwoch"": ""10:00 - 20:00"", ""Donnerstag"": ""10:00 - 20:00"", ""Freitag"": ""10:00 - 20:00"", ""Samstag"": ""10:00 - 20:00"", ""Sonntag"": ""Geschlossen""}",https://www.magic-x.de/,null,null
Neue Erde GmbH,Sonstiges,"Cecilienstraße 29, 66111 Saarbrücken",+49 681 5953890,"{""Montag"": ""09:30 - 18:00"", ""Dienstag"": ""09:30 - 18:00"", ""Mittwoch"": ""09:30 - 18:00"", ""Donnerstag"": ""09:30 - 18:00"", ""Freitag"": ""09:30 - 18:00"", ""Samstag"": ""10:00 - 14:00"", ""Sonntag"": ""Geschlossen""}",null,null,null
Stick Saar,Bekleidung/Accessoires,"Kaiserstraße 15, 66111 Saarbrücken",+49 681 9386595,"{""Montag"": ""10:00 - 13:00 und 14:30 - 18:00"", ""Dienstag"": ""10:00 - 13:00 und 14:30 - 18:00"", ""Mittwoch"": ""10:00 - 13:00 und 14:30 - 18:00"", ""Donnerstag"": ""10:00 - 13:00 und 14:30 - 18:00"", ""Freitag"": ""10:00 - 13:00 und 14:30 - 18:00"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.stick-saar.de,null,null
Thai Spa,Gesundheit und Kosmetik,"Försterstraße 30, 66111 Saarbrücken",+49 681 75359772,"{""Montag"": ""09:30 - 20:00"", ""Dienstag"": ""09:30 - 20:00"", ""Mittwoch"": ""09:30 - 20:00"", ""Donnerstag"": ""09:30 - 20:00"", ""Freitag"": ""09:30 - 20:00"", ""Samstag"": ""09:30 - 20:00"", ""Sonntag"": ""11:00 - 18:00""}",null,null,null
Charity Shop des SAARmariter e.V.,"Bekleidung/Accessoires, Bücher, Musik, Filme, Schuhe, Sonstiges","Nauwieserstraße 11, 66111 Saarbrücken",+49 171 4846925,"{""Montag"": ""14:00 - 18:00"", ""Dienstag"": ""14:00 - 18:00"", ""Mittwoch"": ""14:00 - 18:00"", ""Donnerstag"": ""14:00 - 18:00"", ""Freitag"": ""14:00 - 18:00"", ""Samstag"": ""11:00 - 18:00"", ""Sonntag"": ""Geschlossen""}",null,null,null
Hifi Galerie,"Audio & Hifi, Elektronik, Computer, High End","Johannisstraße 19, 66111 Saarbrücken",+49 681 64030,"{""Montag"": ""15:30 - 18:30"", ""Dienstag"": ""15:30 - 18:30"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""15:30 - 18:30"", ""Freitag"": ""15:30 - 18:30"", ""Samstag"": ""11:00 - 16:00"", ""Sonntag"": ""Geschlossen""}",https://hifigalerie.de,null,null
HARTWAHN Galerie,Kunstwerke,"Nassauerstraße 8, 66111 Saarbrücken",+49 681 4170980,"{""Montag"": ""15:00 - 21:00"", ""Dienstag"": ""15:00 - 21:00"", ""Mittwoch"": ""09:30 - 12:00 und 15:00 - 18:00"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://hartwahn.de,Malschule. Atelier. Galerie.,null
RAUMfürMUSIK,"Bücher, Musik, Filme, Film, Musik, Musikinstrumente, Noten","Mainzer Straße 52, 66121 Saarbrücken",+49 6893 9464043 ,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.raumfuermusik.com,null,null
Der Fahrradladen,"Fahrrad & Zubehör, Sportausrüstung, Outdoor, Zubehör","Nauwieserstraße 19, 66111 Saarbrücken",+49 681 37098,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""10:00 - 18:30"", ""Mittwoch"": ""10:00 - 18:30"", ""Donnerstag"": ""10:00 - 18:30"", ""Freitag"": ""10:00 - 18:30"", ""Samstag"": ""10:00 - 14:00"", ""Sonntag"": ""Geschlossen""}",http://www.fahrrad-saar.de,"Verkauf, Werkstatt, Zubehör",null
Waschhaus,Sonstiges,"Nauwieserstraße 22, 66111 Saarbrücken",+49 681 33717,"{""Montag"": ""07:00 - 21:00"", ""Dienstag"": ""08:00 - 20:00"", ""Mittwoch"": ""08:00 - 20:00"", ""Donnerstag"": ""08:00 - 20:00"", ""Freitag"": ""08:00 - 20:00"", ""Samstag"": ""08:00 - 20:00"", ""Sonntag"": ""Geschlossen""}",null,null,null
Stabile Atelier,Schmuck/Uhren,"Nauwieserstraße 23, 66111 Saarbrücken",+49 681 374763,"{""Montag"": ""10:00 - 12:30 und 14:30 - 18:00"", ""Dienstag"": ""10:00 - 12:30 und 14:30 - 18:00"", ""Mittwoch"": ""10:00 - 12:30 und 14:30 - 18:00"", ""Donnerstag"": ""10:00 - 12:30 und 14:30 - 18:00"", ""Freitag"": ""10:00 - 12:30 und 14:30 - 18:00"", ""Samstag"": ""11:00 - 14:00"", ""Sonntag"": ""Geschlossen""}",null,Unikatschmuck – Gold- und ggf. Silberschmiedekunst je nach Angebot – Art und Design – ohne Handelsware,null
Hollywood Nail,"Gesundheit und Kosmetik, Nail Art","Kaiserstraße 18, 66111 Saarbrücken",+49 681 68613933,"{""Montag"": ""09:00 - 19:30"", ""Dienstag"": ""09:00 - 19:30"", ""Mittwoch"": ""09:00 - 19:30"", ""Donnerstag"": ""09:00 - 19:30"", ""Freitag"": ""09:00 - 19:30"", ""Samstag"": ""09:00 - 18:00"", ""Sonntag"": ""Geschlossen""}",null,null,null
KiK,"Bekleidung/Accessoires, Schuhe, Sonstiges","Viktoriastraße 16, 66111 Saarbrücken",null,"{""Montag"": ""09:00 - 20:00"", ""Dienstag"": ""09:00 - 20:00"", ""Mittwoch"": ""09:00 - 20:00"", ""Donnerstag"": ""09:00 - 20:00"", ""Freitag"": ""09:00 - 20:00"", ""Samstag"": ""09:00 - 20:00"", ""Sonntag"": ""Geschlossen""}",https://www.kik.de,null,null
KIND Hörgeräte,"Gesundheit und Kosmetik, Hörgeräte","Viktoriastraße 18, 66111 Saarbrücken",+49 681 31048,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""09:00 - 13:00 und 14:00 - 18:00"", ""Mittwoch"": ""09:00 - 13:00 und 14:00 - 18:00"", ""Donnerstag"": ""09:00 - 13:00 und 14:00 - 18:00"", ""Freitag"": ""09:00 - 13:00 und 14:00 - 18:00"", ""Samstag"": ""09:00 - 13:00"", ""Sonntag"": ""Geschlossen""}",https://www.kind.com,null,null
Piccadilly Trend Fashion,"Bekleidung/Accessoires, Schuhe","Viktoriastraße 18, 66111 Saarbrücken",null,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null
BIG Markt,Lebensmittel,"Dudweilerstraße 4, 66111 Saarbrücken",+49 681 93310070,"{""Montag"": ""09:00 - 13:00 und 14:00 - 19:00"", ""Dienstag"": ""09:00 - 13:00 und 14:00 - 19:00"", ""Mittwoch"": ""09:00 - 13:00 und 14:00 - 19:00"", ""Donnerstag"": ""09:00 - 13:00 und 14:00 - 19:00"", ""Freitag"": ""09:00 - 13:00 und 14:00 - 19:00"", ""Samstag"": ""09:00 - 13:00 und 14:00 - 19:00"", ""Sonntag"": ""Geschlossen""}",null,null,null
Stern Handy Shop,"Elektronik, Computer, Handy & Telefonie","Bahnhofstraße 99, 66111 Saarbrücken",+49 178 7460001,"{""Montag"": ""09:00 - 20:00"", ""Dienstag"": ""09:00 - 20:00"", ""Mittwoch"": ""09:00 - 20:00"", ""Donnerstag"": ""09:00 - 20:00"", ""Freitag"": ""09:00 - 20:00"", ""Samstag"": ""09:00 - 20:00"", ""Sonntag"": ""Geschlossen""}",https://stern-handyshop.de,null,null
Smykker,"Brillen, Kontaktlinsen, Optiker, Gesundheit und Kosmetik","Bahnhofstraße 54, 66111 Saarbrücken",+49 681 59095760,"{""Montag"": ""10:00 - 19:00"", ""Dienstag"": ""10:00 - 19:00"", ""Mittwoch"": ""10:00 - 19:00"", ""Donnerstag"": ""10:00 - 19:00"", ""Freitag"": ""10:00 - 19:00"", ""Samstag"": ""10:00 - 19:00"", ""Sonntag"": ""Geschlossen""}",https://smykker.de/stores/saarbruecken,null,null
Waschhaus,"Gesundheit und Kosmetik, Sonstiges","Eisenbahnstraße 8, 66117 Saarbrücken",null,"{""Montag"": ""08:00 - 20:00"", ""Dienstag"": ""08:00 - 20:00"", ""Mittwoch"": ""08:00 - 20:00"", ""Donnerstag"": ""08:00 - 20:00"", ""Freitag"": ""08:00 - 20:00"", ""Samstag"": ""08:00 - 20:00"", ""Sonntag"": ""Geschlossen""}",null,null,null
freenet Shop,"Elektronik, Computer, Handy & Telefonie","Bahnhofstraße 38, 66111 Saarbrücken",+49 681 93868037 ,"{""Montag"": ""10:00 - 19:00"", ""Dienstag"": ""10:00 - 19:00"", ""Mittwoch"": ""10:00 - 19:00"", ""Donnerstag"": ""10:00 - 19:00"", ""Freitag"": ""10:00 - 19:00"", ""Samstag"": ""10:00 - 19:00"", ""Sonntag"": ""Geschlossen""}",https://www.freenet-mobilfunk.de,null,null
Gabor,Schuhe,"Bahnhofstraße 8, 66111 Saarbrücken",+49 681 91042570,"{""Montag"": ""10:00 - 19:00"", ""Dienstag"": ""10:00 - 19:00"", ""Mittwoch"": ""10:00 - 19:00"", ""Donnerstag"": ""10:00 - 19:00"", ""Freitag"": ""10:00 - 19:00"", ""Samstag"": ""10:00 - 19:00"", ""Sonntag"": ""Geschlossen""}",https://www.gabor.de,null,null
BOX Presseshop,"Bücher, Musik, Filme, Druck und Werbetechnik, Lebensmittel, Sonstiges, Tabak, Zeitschriften","Trierer Straße 1, 66111 Saarbrücken",null,"{""Montag"": ""09:30 - 20:00"", ""Dienstag"": ""09:30 - 20:00"", ""Mittwoch"": ""09:30 - 20:00"", ""Donnerstag"": ""09:30 - 20:00"", ""Freitag"": ""09:30 - 20:00"", ""Samstag"": ""09:30 - 20:00"", ""Sonntag"": ""Geschlossen""}",null,null,null
Infinity Aroma,"Gesundheit und Kosmetik, Parfümerie, Drogerie","Trierer Straße 1, 66111 Saarbrücken",+49 681 59099603,"{""Montag"": ""10:00 - 20:00"", ""Dienstag"": ""10:00 - 20:00"", ""Mittwoch"": ""10:00 - 20:00"", ""Donnerstag"": ""10:00 - 20:00"", ""Freitag"": ""10:00 - 20:00"", ""Samstag"": ""10:00 - 20:00"", ""Sonntag"": ""Geschlossen""}",https://infinityaroma.de,null,null
BioTechUSA,"Lebensmittel, Sportausrüstung, Outdoor","Trierer Straße 1, 66111 Saarbrücken",null,"{""Montag"": ""09:30 - 20:00"", ""Dienstag"": ""09:30 - 20:00"", ""Mittwoch"": ""09:30 - 20:00"", ""Donnerstag"": ""09:30 - 20:00"", ""Freitag"": ""09:30 - 20:00"", ""Samstag"": ""09:30 - 20:00"", ""Sonntag"": ""Geschlossen""}",https://shop.biotechusa.de,null,null
BlueBrixx,Spielwaren,"Trierer Str. 1, 66111 Saarbrücken",+49 681 7559550,"{""Montag"": ""09:30 - 20:00"", ""Dienstag"": ""09:30 - 20:00"", ""Mittwoch"": ""09:30 - 20:00"", ""Donnerstag"": ""09:30 - 20:00"", ""Freitag"": ""09:30 - 20:00"", ""Samstag"": ""09:30 - 20:00"", ""Sonntag"": ""Geschlossen""}",http://www.europagalerie.de,"BlueBrixx ist eine erfolgreiche junge Firma und verkauft Produkte aus Noppensteinen für Jugendliche und Erwachsene. Egal ob historische Gebäude, Fahrzeuge, Stadteile und weitere Themen – BlueBrixx hat für jeden Noppenstein-Fan das passende Produkt. Auch Kreative AFOBs [Adult Fan of Bricks], welche ihre eigenen Ideen mit Noppensteinen gestalten und bauen möchten, finden in der Brickbar ihre gewünschten Teile. Einen ersten Eindruck erhältst du auf YouTube in unserem Haus-Channel „BlueBrixx Group“.",null
22 Tattoo & Piercing,"Gesundheit und Kosmetik, Schmuck/Uhren, Sonstiges","Eisenbahnstraße 27, 66117 Saarbrücken",null,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null
Lousin Cosmetic & Hairstyling,"Friseur, Gesundheit und Kosmetik, Make-up, Pflege, Wellness","Eisenbahnstraße 38, 66117 Saarbrücken",+49 681 75399117,"{""Montag"": ""10:00 - 18:30"", ""Dienstag"": ""10:00 - 18:30"", ""Mittwoch"": ""10:00 - 18:30"", ""Donnerstag"": ""10:00 - 18:30"", ""Freitag"": ""09:00 - 18:30"", ""Samstag"": ""10:00 - 19:00"", ""Sonntag"": ""Geschlossen""}",null,null,null
o2 Shop EUROPA Galerie,"Elektronik, Computer, Handy & Telefonie","Trierer Straße 1, 66111 Saarbrücken",+49 681 3039560,"{""Montag"": ""09:30 - 20:00"", ""Dienstag"": ""09:30 - 20:00"", ""Mittwoch"": ""09:30 - 20:00"", ""Donnerstag"": ""09:30 - 20:00"", ""Freitag"": ""09:30 - 20:00"", ""Samstag"": ""09:30 - 20:00"", ""Sonntag"": ""Geschlossen""}",http://www.o2online.de/shops/saarbruecken/1543/,null,null
CargoVelo Services,"Sonstiges, Sportausrüstung, Outdoor","Rotenbergstraße 33, 66111 Saarbrücken",+49 681 58955888,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""10:00 - 18:00"", ""Mittwoch"": ""10:00 - 18:00"", ""Donnerstag"": ""10:00 - 19:00"", ""Freitag"": ""10:00 - 18:00"", ""Samstag"": ""10:00 - 14:00"", ""Sonntag"": ""Geschlossen""}",https://www.cargovelo.services,null,null
BeautyLoft Saarbrücken,"Gesundheit und Kosmetik, Make-up, Pflege","Bahnhofstraße 89, 66111 Saarbrücken",+49 681 910055025,"{""Montag"": ""09:30 - 18:00"", ""Dienstag"": ""10:00 - 18:00"", ""Mittwoch"": ""09:30 - 18:00"", ""Donnerstag"": ""09:30 - 18:00"", ""Freitag"": ""10:00 - 18:00"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.beautyloft-sb.de,null,"https://einkaufen.saarbruecken.de/cache/media/attachments/2014/07/23655_x_y_f09359_07.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2014/01/299_x_y_d764e8_01.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2014/01/300_x_y_b8d3bf_01.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2014/07/23654_x_y_b3d9fd_07.jpg"
Bäumer Einrichtungen,"Dekoration, Möbel & Haushaltswaren, Wohnen & Einrichten","Saargemünder Straße 28, 66119 Saarbrücken",+49 681 95803491,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,Fröhlich GmbH Raumausstattung Farrow and Ball Stützpunkt Öffnungszeiten: Bitte vereinbaren Sie einen Termin  unter + 49 681 95803491,null
Rad-Salon,"Fahrrad & Zubehör, Sportausrüstung, Outdoor","Mainzer Straße 80, 66121 Saarbrücken",+49 681 21068091,"{""Montag"": ""13:00 - 18:00"", ""Dienstag"": ""13:00 - 18:00"", ""Mittwoch"": ""13:00 - 18:00"", ""Donnerstag"": ""13:00 - 18:00"", ""Freitag"": ""13:00 - 18:00"", ""Samstag"": ""10:00 - 14:00"", ""Sonntag"": ""Geschlossen""}",https://shop.rad-salon.com/,null,null
Hörakustik Welsch,"Gesundheit und Kosmetik, Hörgeräte","Mainzer Straße 56, 66121 Saarbrücken",+49 681 96860361,"{""Montag"": ""09:00 - 13:00 und 14:00 - 18:00"", ""Dienstag"": ""09:00 - 13:00 und 14:00 - 18:00"", ""Mittwoch"": ""09:00 - 13:00 und 14:00 - 18:00"", ""Donnerstag"": ""09:00 - 13:00 und 14:00 - 18:00"", ""Freitag"": ""09:00 - 13:00 und 14:00 - 18:00"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://hoerakustik-welsch.de,null,null
upcycle bikes,"Fahrrad & Zubehör, Sportausrüstung, Outdoor","Mainzer Straße 50, 66111 Saarbrücken",null,"{""Montag"": ""13:00 - 18:00"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""10:00 - 17:00"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""10:00 - 18:00"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://upcyclebikes.de,null,null
Blumen Art,"Blumen, Pflanzen","Mainzer Straße 33, 66111 Saarbrücken",+49 681 68611803,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""10:00 - 18:00"", ""Mittwoch"": ""10:00 - 18:00"", ""Donnerstag"": ""10:00 - 18:00"", ""Freitag"": ""10:00 - 18:00"", ""Samstag"": ""10:00 - 14:00"", ""Sonntag"": ""10:00 - 13:00""}",https://www.facebook.com/AE.KREBS/?locale=de_DE,null,null
Nauwieser Copier & Offset,"Druck und Werbetechnik, Elektronik, Computer, Sonstiges","Rotenbergstraße 27, 66111 Saarbrücken",+49 681 3904156,"{""Montag"": ""10:00 - 18:00"", ""Dienstag"": ""10:00 - 18:00"", ""Mittwoch"": ""10:00 - 18:00"", ""Donnerstag"": ""10:00 - 18:00"", ""Freitag"": ""10:00 - 18:00"", ""Samstag"": ""10:00 - 14:00"", ""Sonntag"": ""Geschlossen""}",null,null,null
