Name,Kategorien,Adresse,Kontaktinformationen,Öffnungszeiten,Website URL,Beschreibung,Image Source URLs,Sonstiges
Papeterie Ballin,"Bücher, Musik, Filme, Schreibwaren/Bürobedarf","St. Johanner Markt 35, 66111 Saarbrücken",+49 681 5898069,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.kolbenfueller.de,"Ihr zuverlässiger Partner für exklusive Schreibgeräte, edle Papiere und stilvolles Zubehör Willkommen bei Papeterie Ballin Ihrem Familienbetrieb mit einer Leidenschaft für hochwertige Schreibwaren und exklusive Produkte. Seit unserer Gründung im Jahr 1995 legen wir großen Wert auf Qualität und bieten unseren Kunden nur das Beste aus der Welt der Papeterie und sind somit Ihr zuverlässiger Partner für exklusive Schreibgeräte, edle Papiere und stilvolles Zubehör. Bei Papeterie Ballin finden Sie nicht nur Schreibwaren, sondern auch ein Stück Tradition und Handwerkskunst. Wir führen Produkte von renommierten Marken und Herstellern, die für ihre Qualität und ihr Design bekannt sind. Unser Ziel ist es, Ihnen ein einzigartiges Einkaufserlebnis zu bieten und Sie mit unseren exklusiven Produkten zu begeistern. Wir freuen uns auf Sie und Ihren Besuch!","https://einkaufen.saarbruecken.de/cache/media/attachments/2024/01/108225_x_y_ee11a6_01.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2024/01/108224_x_y_239ab7_01.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2025/04/120615_x_y_2a0d26_04.jpg",null
Friseur Salon Edessa,"Friseur, Gesundheit und Kosmetik","Dudweilerstraße 12, 66111 Saarbrücken",+49 681 30394025,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null,null
Hair by Toni,"Friseur, Gesundheit und Kosmetik","Fröschengasse 23, 66111 Saarbrücken",+49 681 9103237,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.tonizambito.de,null,null,null
Optik Augenblick,"Brillen, Kontaktlinsen, Optiker, Gesundheit und Kosmetik","Kaltenbachstraße 11, 66111 Saarbrücken",+49 681 3905992,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.optik-augenblick.de,null,null,null
coiffeur Henning,"Friseur, Gesundheit und Kosmetik","Mainzer Straße 98, 66121 Saarbrücken",+49 681 61754,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://www.friseursalon-henning.de,null,null,null
spielbar,"Basteln, Malen, Geschenkartikel, Bücher, Musik, Filme, Fachbücher, Outdoor Spielzeug, Spiele & Puzzle, Spielwaren, Spielzeug","Cecilienstraße 15, 66111 Saarbrücken",+49 681 9100676,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.spielbar-saarbruecken.de,null,"https://einkaufen.saarbruecken.de/cache/media/attachments/2021/05/85314_x_y_a2845c_05.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2021/05/85315_x_y_13d786_05.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2021/05/85316_x_y_9d4368_05.jpg",null
Kraus GmbH Internationales Haardesign,"Friseur, Gesundheit und Kosmetik","Kappenstraße 10, 66111 Saarbrücken",+49 681 371181,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null,null
Coiffeur Noblesse,"Friseur, Gesundheit und Kosmetik, Pflege","Nauwieserstraße 62, 66111 Saarbrücken",+49 681 33199,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://friseur-noblesse.de,null,null,null
LUSH Saarbrücken,"Düfte, Gesundheit und Kosmetik, Make-up, Naturkosmetik, Pflege, Wellness","St. Johanner Markt 4, 66111 Saarbrücken",+49 681 30140123,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.lush.com/de,null,"https://einkaufen.saarbruecken.de/cache/media/attachments/2013/10/93_x_y_a00c9b_10.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2013/10/96_x_y_8280ac_10.jpg, https://einkaufen.saarbruecken.de",null
FCS Shop,Bekleidung/Accessoires,"Katholisch-Kirch-Straße 15, 66111 Saarbrücken",+49 681 8765623,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.fc-saarbruecken.de,null,"https://einkaufen.saarbruecken.de/cache/media/attachments/2023/12/107987_x_y_2713e4_12.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2023/12/107988_x_y_8f7cda_12.jpg",null
Die Krake,"Friseur, Gesundheit und Kosmetik","Katholisch-Kirch-Straße 12, 66111 Saarbrücken",+49 15110630976,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.instagram.com/jutta.eckhardt,null,null,null
Früchte Kreis,"Feinkost, Lebensmittel","Diskontopassage, 66111 Saarbrücken",+49 681 35414,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.fruechtekreis.de,null,"https://einkaufen.saarbruecken.de/cache/media/attachments/2024/01/108245_x_y_f44ef7_01.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2024/01/108247_x_y_d847fe_01.jpg",null
Monsieur Moden,"Bekleidung/Accessoires, Herrenmode, Herrenschuhe, Lederwaren, Sportausrüstung, Outdoor, Sportswear","Fröschengasse 8, 66111 Saarbrücken",+49 681 34112,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.monsieur-moden.de,"Monsieur Moden Patricia Braun , das bedeutet Klassik mit Pfiff! Sie suchen exklusive Herrenmode, klassisch oder sportlich? Dann sind Sie bei Monsieur Moden in Saarbrücken am St. Johanner Markt genau richtig! Hier wird seit 1971 hochwertige Herrenmode mit außerordentlicher Qualität und Auswahl geboten. Das großzügige Sortiment umfasst alle Größen von Kleidergröße 46 bis 60. Bei Monsieur Moden sind Sie jederzeit mit Ihren Wünschen gut aufgehoben, überzeugen Sie sich selbst und kommen Sie nach Saarbrücken!","https://einkaufen.saarbruecken.de/cache/media/attachments/2024/01/108217_x_y_38dbb6_01.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2024/01/108216_x_y_5926c0_01.jpg",null
Zara,"Babymode, Bekleidung/Accessoires, Damenmode, Damenschmuck, Damenschuhe, Herrenmode, Herrenschmuck, Herrenschuhe, Kindermode, Kinderschuhe, Lederwaren, Schmuck/Uhren, Schuhe","Bahnhofstraße 31, 66111 Saarbrücken",0800 1012200,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.zara.com,null,"https://einkaufen.saarbruecken.de/cache/media/attachments/2024/01/108240_x_y_19712e_01.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2024/01/108243_x_y_0a6fc3_01.jpg",null
Leonidas,Lebensmittel,"Bahnhofstraße 34, 66111 Saarbrücken",+49 681 397383,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://saarbruecken.leonidas.com/,"Leonidas stellt vor allem Pralinen her, aber auch Tafelschokolade, Confiserie-Artikel, Speiseeis und Eiskonfekt werden Sie hier entdecken.","https://einkaufen.saarbruecken.de/cache/media/attachments/2024/01/108234_x_y_e4504c_01.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2024/01/108235_x_y_3617b0_01.jpg",null
Hair World,"Friseur, Gesundheit und Kosmetik","Viktoriastraße 10, 66111 Saarbrücken",+49 681 4031718,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://www.facebook.com/p/HAIR-WORLD-100063692450103,null,null,null
MJ Friseursalon,"Friseur, Gesundheit und Kosmetik","Dudweilerstraße 7, 66111 Saarbrücken", +49 681 68641173 ,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://zekaa.com/mj-friseursalon,null,null,null
Stoffmaat Saarbrücken,"Bekleidung/Accessoires, Sonstiges","Betzenstraße 6, 66111 Saarbrücken",+49 681 776624,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.stoffmaat.de,null,null,null
Sadeghi Kosmetikboutique,"Gesundheit und Kosmetik, Naturkosmetik, Pflege, Wellness","Mainzer Straße 92, 66121 Saarbrücken",+49 681 67392,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://www.kosmetik-und-mode-sadeghi.com,null,null,null
Thalia,"Bücher, Musik, Filme, Fachbücher, Sachbücher, Schulbücher, Sonstiges","Bahnhofstraße 54, 66111 Saarbrücken",+49 681 38830,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.thalia.de,null,https://einkaufen.saarbruecken.de/cache/media/attachments/2020/04/76595_x_y_224b9b_04.jpg,null
Oui-Store Saarbrücken,"Bekleidung/Accessoires, Damenmode","Fürstenstraße 1b, 66111 Saarbrücken",+49 681 93319593,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.oui.com,null,https://einkaufen.saarbruecken.de/cache/media/attachments/2020/08/78750_x_y_8817a6_08.jpg,null
Rex Rotari,Sonstiges,"Nauwieserstraße 26, 66111 Saarbrücken",+49 681 3908290,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null,null
Winefactory,"Feinkost, Lebensmittel, Spirituosen","Martin- Luther- Straße 25, 66111 Saarbrücken",+49 681 95816400,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.winefactory.de,null,null,null
Puntosposa Die Braut im Mittelpunkt,"Bekleidung/Accessoires, Brautkleider, Damenschmuck, Dessous, Friseur, Gesundheit und Kosmetik, Make-up, Nail Art, Reinigung, Schmuck/Uhren, Wellness","Mainzerstraße 145, 66121 Saarbrücken",+49 681 94008344,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://www.puntosposa.de,null,https://einkaufen.saarbruecken.de/cache/media/attachments/2014/10/26509_x_y_53f84a_10.jpg,null
Nähapartment,Bekleidung/Accessoires,"Nauwieserstraße 32, 66111 saarbrücken",+49 681 93587244,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.naehapartment.de,null,null,null
Bolz Licht & Design GmbH,"Lampen & Leuchten, Möbel & Haushaltswaren","Mainzer Straße 77, 66121 Saarbrücken",+49 681 35555,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://www.bolz1946.net,null,null,null
BioFrischMarkt,"Bäckerei, Fairtrade, Lebensmittel","Dudweilerstraße 87-89, 66111 Saarbrücken",+49 681 95809618,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://www.bfml.de,null,null,null
Feine Tischkultur Enge & Müller,Möbel & Haushaltswaren,"Mainzer Straße 72, 66121 Saarbrücken",+49 681 8590290,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.coming-home-sb.de,null,null,null
Lederstrumpf,Bekleidung/Accessoires,"Mainzer Straße 37, 66111 Saarbrücken",+49 681 67786,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null,null
Fanfan,"Bekleidung/Accessoires, Damenmode, Damenschmuck, Damenschuhe, Schmuck/Uhren, Schuhe",null,null,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,"Aufgepasst, liebe Tagträumer und Nachtschwärmer, Traumtänzer und Luftschlosseroberer. Diese Boutique verzaubert durch ausgefallene Mode, die Farbe bekennt. Hier entdecken Sie Stücke, die den Paradiesvogel in Ihnen zu neuem Leben erweckt. Extravagante Trägerinnen können diese wild durcheinander kombinieren, klassische Typen mit ein, zwei peppigen Teilen, oder schrägen Accessoires atemberaubende Akzente setzen. Nicht zu vergessen, die Männer, die für ihre Frauen auf der Suche nach einem ganz besondere Stück sind. Außerdem können Sie bei Fanfan ausgefallene Ketten, Ringe, Taschen und Schirme erkunden. „Meine Welt ist voller Poesie und Leidenschaft, wo Kleidung viel mehr bedeutet als nur ein Outfit. Es ist eine Lebensart voller Farben und Phantasie, mit vielen bunten Schmetterlingen im Kopf und im Herz“ Bei Fanfan finden Sie auch beim miesesten Wetter ein Stück vom Regenbogen.","https://einkaufen.saarbruecken.de/cache/media/attachments/2017/10/53613_x_y_20df5f_10.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2017/10/53615_x_y_041e33_10.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2017/10/53614_x_y_ee639c_10.jpg",null
Radhaus am Rathaus,"Bekleidung/Accessoires, Fahrrad & Zubehör, Sportausrüstung, Outdoor","Großherzog-Friedrich-Straße 8, 66111 Saarbrücken",+49 681 375005,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://radhaus-am-rathaus.de,null,null,null
Antiquariat Martin Barbian,"Bücher, Musik, Filme","Türkenstraße 11-13, 66111 Saarbrücken",+49 681 31877,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.antiquariat-barbian.de,null,null,null
Sanitätshaus Zender,"Gesundheit und Kosmetik, Sonstiges","Sulzbachstraße 11, 66111 Saarbrücken",+49 681 9068620,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.zender-orthopaedie.de,null,null,null
o2 Shop Bahnhofstraße,"Elektronik, Computer, Handy & Telefonie","Bahnhofstraße 76, 66111 Saarbrücken",+49 681 4031144,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://www.o2online.de/shops/saarbruecken/1542/,null,null,null
ALPHA Buchhandlung,"Bücher, Musik, Filme, Fachbücher, Sachbücher, Zeitschriften","Stengelstraße 5, 66117 Saarbrücken",+49 681 8910410,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://www.alpha-buch.de,null,null,null
City Basar Yüksel,Lebensmittel,"Mainzer Straße 133, 66121 Saarbrücken",+49 681 684837,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null,null
Moto Bike DAINESE,"Fahrrad & Zubehör, Sportausrüstung, Outdoor","Mainzer Straße 106, 66121 Saarbrücken",+49 681 61888 ,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://www.moto-bike.de,null,null,null
Walter Junold Elektrogeräte,"Elektronik, Computer","Johannisstraße 1, 66111 Saarbrücken",null,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null,null
Queen Nails,"Gesundheit und Kosmetik, Nail Art","Viktoriastraße 8, 66111 Saarbrücken",+49 681 9066646,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null,null
Spar Basar,Sonstiges,"Karl-Marx-Straße 1, 66111 Saarbrücken",+49 681 9102249,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null,null
